task_id,param_id,param_name,variance_contribution
3899,min. samples split,min. samples split,0.00342092321397923
3899,split criterion,split criterion,0.0021655332156359313
3899,imputation,imputation,0.00019716381513648997
3510,min. samples leaf,min. samples leaf,0.5320345133572519
3510,max. features,max. features,0.3100479270393652
3510,bootstrap,bootstrap,0.03506716756654062
3510,bootstrap / max. features,bootstrap / max. features,0.01320511144125025
3510,max. features / min. samples leaf,max. features / min. samples leaf,0.04491178936789497
3510,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.013718851482780958
3510,min. samples split,min. samples split,0.0035904369748003978
3510,split criterion,split criterion,6.22129784635629e-05
3510,imputation,imputation,0.0001561317966595583
9980,min. samples leaf,min. samples leaf,0.020401455802092225
9980,max. features,max. features,0.18807544575990795
9980,bootstrap,bootstrap,0.23478172876292489
9980,bootstrap / max. features,bootstrap / max. features,0.15443106218420335
9980,max. features / min. samples leaf,max. features / min. samples leaf,0.03277527168442208
9980,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.035304605831805974
9980,min. samples split,min. samples split,0.004159323930477547
9980,split criterion,split criterion,0.010395026202988664
9980,imputation,imputation,0.0007535730134246259
34539,min. samples leaf,min. samples leaf,0.8851947493716126
34539,max. features,max. features,0.0016593184793026654
34539,bootstrap,bootstrap,0.011349931126096379
34539,bootstrap / max. features,bootstrap / max. features,0.0017564228237163212
34539,max. features / min. samples leaf,max. features / min. samples leaf,0.00943247738687003
34539,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.004300643804016322
34539,min. samples split,min. samples split,0.002268363783446273
34539,split criterion,split criterion,0.019343624055602335
34539,imputation,imputation,0.00014203378477878066
31,min. samples leaf,min. samples leaf,0.21951223418888055
31,max. features,max. features,0.24989801091102326
31,bootstrap,bootstrap,0.0035002705996801152
31,bootstrap / max. features,bootstrap / max. features,0.07740279010123091
31,max. features / min. samples leaf,max. features / min. samples leaf,0.12960270258478324
31,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.05505992481916655
31,min. samples split,min. samples split,0.006241943765796555
31,split criterion,split criterion,0.0028518519435774582
31,imputation,imputation,0.0010840222941106447
125921,min. samples leaf,min. samples leaf,0.45427033817757806
125921,max. features,max. features,0.11331669953482162
125921,bootstrap,bootstrap,0.0598154905652829
125921,bootstrap / max. features,bootstrap / max. features,0.013839625456106897
125921,max. features / min. samples leaf,max. features / min. samples leaf,0.12081910185951555
125921,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.04012148571296181
125921,min. samples split,min. samples split,0.005903216367962898
125921,split criterion,split criterion,0.0011820815635420726
125921,imputation,imputation,0.0005234928404073661
41,min. samples leaf,min. samples leaf,0.7212694737968977
41,max. features,max. features,0.011255391202600837
41,bootstrap,bootstrap,0.0803282627809693
41,bootstrap / max. features,bootstrap / max. features,0.011407334537778277
41,max. features / min. samples leaf,max. features / min. samples leaf,0.021029262346139332
41,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.01695415034508034
41,min. samples split,min. samples split,0.0010582814556588265
41,split criterion,split criterion,0.0035766750695091724
41,imputation,imputation,0.0005667056285716095
9955,min. samples leaf,min. samples leaf,0.6089104645904518
9955,max. features,max. features,0.14698413508438413
9955,bootstrap,bootstrap,0.05284594296326336
9955,bootstrap / max. features,bootstrap / max. features,0.08172150696494554
9955,max. features / min. samples leaf,max. features / min. samples leaf,0.02381039540555685
9955,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.015061766028721862
9955,min. samples split,min. samples split,0.008479796055707992
9955,split criterion,split criterion,0.0008556823784946503
9955,imputation,imputation,0.00011391911852620299
11,min. samples leaf,min. samples leaf,0.012043614400986589
11,max. features,max. features,0.33778636178123456
11,bootstrap,bootstrap,0.47324152517339435
11,bootstrap / max. features,bootstrap / max. features,0.07000241932580742
11,max. features / min. samples leaf,max. features / min. samples leaf,0.011133161660684034
11,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.01132557064345139
11,min. samples split,min. samples split,0.001338059604455656
11,split criterion,split criterion,0.01558431165264381
11,imputation,imputation,0.0002501333947538586
20,min. samples leaf,min. samples leaf,0.3229062520020544
20,max. features,max. features,0.4388181023931721
20,bootstrap,bootstrap,0.009387308156299538
20,bootstrap / max. features,bootstrap / max. features,0.10373750902518897
20,max. features / min. samples leaf,max. features / min. samples leaf,0.04178293382611359
20,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.02155826268967992
20,min. samples split,min. samples split,0.001399181128866855
20,split criterion,split criterion,0.00027296183551254566
20,imputation,imputation,0.0003268876391875414
3917,min. samples leaf,min. samples leaf,0.0246414037515642
3917,max. features,max. features,0.16098979444730876
3917,bootstrap,bootstrap,0.2954285884255118
3917,bootstrap / max. features,bootstrap / max. features,0.28312527604049076
3917,max. features / min. samples leaf,max. features / min. samples leaf,0.03596223364266866
3917,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.02924750158936562
3917,min. samples split,min. samples split,0.0028097460765473857
3917,split criterion,split criterion,0.0007769068372712978
3917,imputation,imputation,0.0010487045735874233
21,min. samples leaf,min. samples leaf,0.30115475174787265
21,max. features,max. features,0.42741098719042436
21,bootstrap,bootstrap,0.04054963710652959
21,bootstrap / max. features,bootstrap / max. features,0.01593981464407468
21,max. features / min. samples leaf,max. features / min. samples leaf,0.08406630615761979
21,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.019723690642322267
21,min. samples split,min. samples split,0.0021849445698875914
21,split criterion,split criterion,0.00048780952266718895
21,imputation,imputation,0.0003386654024550514
7592,min. samples leaf,min. samples leaf,0.10066774397698552
7592,max. features,max. features,0.2773007250855979
7592,bootstrap,bootstrap,0.15337716326810535
7592,bootstrap / max. features,bootstrap / max. features,0.17111510392889817
7592,max. features / min. samples leaf,max. features / min. samples leaf,0.07687911748423082
7592,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.04555080662896077
7592,min. samples split,min. samples split,0.004804096117334319
7592,split criterion,split criterion,0.00020128805057682174
7592,imputation,imputation,0.0003670267008790719
28,min. samples leaf,min. samples leaf,0.2658065922988777
28,max. features,max. features,0.5985516573275573
28,bootstrap,bootstrap,0.0018675601819856495
28,bootstrap / max. features,bootstrap / max. features,0.03165556965788596
28,max. features / min. samples leaf,max. features / min. samples leaf,0.04205583207516694
28,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.01380964898794651
28,min. samples split,min. samples split,0.000995585465952093
28,split criterion,split criterion,0.00021541451438365674
28,imputation,imputation,0.0001671724869383836
9976,min. samples leaf,min. samples leaf,0.030054997857924065
9976,max. features,max. features,0.3431264360994126
9976,bootstrap,bootstrap,0.18244196724416628
9976,bootstrap / max. features,bootstrap / max. features,0.3384570684196605
9976,max. features / min. samples leaf,max. features / min. samples leaf,0.01681725032806694
9976,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.016487125609938674
9976,min. samples split,min. samples split,0.0011595313819288502
9976,split criterion,split criterion,0.0028465698665182523
9976,imputation,imputation,0.00037897150151374826
9981,min. samples leaf,min. samples leaf,0.7000846468236815
9981,max. features,max. features,0.129735095662604
9981,bootstrap,bootstrap,0.0021409971361485126
9981,bootstrap / max. features,bootstrap / max. features,0.0018851056057386795
9981,max. features / min. samples leaf,max. features / min. samples leaf,0.05314625292326047
9981,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.004560383288073344
9981,min. samples split,min. samples split,0.0008267302676080619
9981,split criterion,split criterion,0.03409673919625897
9981,imputation,imputation,0.00011663620494213805
14965,min. samples leaf,min. samples leaf,0.015252927670048128
14965,max. features,max. features,0.4434882308655205
14965,bootstrap,bootstrap,0.07140801779090432
14965,bootstrap / max. features,bootstrap / max. features,0.20136126116851555
14965,max. features / min. samples leaf,max. features / min. samples leaf,0.07357776280800973
14965,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.0385492390897597
14965,min. samples split,min. samples split,0.0017149140335142494
14965,split criterion,split criterion,0.0054226665139388945
14965,imputation,imputation,0.0004862525991582463
3560,min. samples leaf,min. samples leaf,0.20437066577174107
3560,max. features,max. features,0.3304305298654281
3560,bootstrap,bootstrap,0.02180117286842958
3560,bootstrap / max. features,bootstrap / max. features,0.0391959967725784
3560,max. features / min. samples leaf,max. features / min. samples leaf,0.1379807292974578
3560,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.039400975833220164
3560,min. samples split,min. samples split,0.0045460191679547015
3560,split criterion,split criterion,0.0006855259721190219
3560,imputation,imputation,0.0008794735763721661
3891,min. samples leaf,min. samples leaf,0.21039007429614626
3891,max. features,max. features,0.3359289321954773
3891,bootstrap,bootstrap,0.05423765759784536
3891,bootstrap / max. features,bootstrap / max. features,0.1521491509711202
3891,max. features / min. samples leaf,max. features / min. samples leaf,0.028148484568998655
3891,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.018392494469682247
3891,min. samples split,min. samples split,0.0008664963006019693
3891,split criterion,split criterion,0.09645976537796722
3891,imputation,imputation,0.00035778345955338675
37,min. samples leaf,min. samples leaf,0.05003821314710219
37,max. features,max. features,0.20280468844173338
37,bootstrap,bootstrap,0.008610499123454757
37,bootstrap / max. features,bootstrap / max. features,0.10499663811124732
37,max. features / min. samples leaf,max. features / min. samples leaf,0.1279487854037066
37,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.08325803131927514
37,min. samples split,min. samples split,0.005957232795350874
37,split criterion,split criterion,0.002063736296894532
37,imputation,imputation,0.0037274567861071426
14,min. samples leaf,min. samples leaf,0.3122576926330115
14,max. features,max. features,0.426202889636368
14,bootstrap,bootstrap,0.0339128563394521
14,bootstrap / max. features,bootstrap / max. features,0.021391328014909283
14,max. features / min. samples leaf,max. features / min. samples leaf,0.044045120682634
14,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.013075625937874591
14,min. samples split,min. samples split,0.0018213493226497833
14,split criterion,split criterion,0.04412003407647294
14,imputation,imputation,0.00046065349156683
3948,min. samples leaf,min. samples leaf,0.12864689784386302
3948,max. features,max. features,0.20826001142023845
3948,bootstrap,bootstrap,0.0087336623861988
3948,bootstrap / max. features,bootstrap / max. features,0.109903468849226
3948,max. features / min. samples leaf,max. features / min. samples leaf,0.12478946209433933
3948,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.048199483217351125
3948,min. samples split,min. samples split,0.010927851613411688
3948,split criterion,split criterion,0.007891828042289708
3948,imputation,imputation,0.0024738273666953287
3494,min. samples leaf,min. samples leaf,0.7392818094075118
3494,max. features,max. features,0.02069092069199089
3494,bootstrap,bootstrap,0.04623732520478435
3494,bootstrap / max. features,bootstrap / max. features,0.005499746053407466
3494,max. features / min. samples leaf,max. features / min. samples leaf,0.03503220351676273
3494,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.016043712804047205
3494,min. samples split,min. samples split,0.0006603284190707754
3494,split criterion,split criterion,4.4746145943292236e-05
3494,imputation,imputation,0.00013752703002783495
29,min. samples leaf,min. samples leaf,0.022155075738156137
29,max. features,max. features,0.0830348927424219
29,bootstrap,bootstrap,0.14047265376361925
29,bootstrap / max. features,bootstrap / max. features,0.07370125881074102
29,max. features / min. samples leaf,max. features / min. samples leaf,0.10105069091452862
29,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.10390682833718223
29,min. samples split,min. samples split,0.0058061238834261775
29,split criterion,split criterion,0.0034531225887261276
29,imputation,imputation,0.05473844926716266
146607,min. samples leaf,min. samples leaf,0.024221868357874335
146607,max. features,max. features,0.37372241945998846
146607,bootstrap,bootstrap,0.06557031000665237
146607,bootstrap / max. features,bootstrap / max. features,0.2900664080950112
146607,max. features / min. samples leaf,max. features / min. samples leaf,0.051921079279026214
146607,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.040822847199138035
146607,min. samples split,min. samples split,0.0020253095800915255
146607,split criterion,split criterion,0.01005491961563734
146607,imputation,imputation,0.0024122804697002077
9946,min. samples leaf,min. samples leaf,0.44726054668839854
9946,max. features,max. features,0.23584914734363682
9946,bootstrap,bootstrap,0.004049958067588904
9946,bootstrap / max. features,bootstrap / max. features,0.042744998037006154
9946,max. features / min. samples leaf,max. features / min. samples leaf,0.06134589946875568
9946,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.024685594656665977
9946,min. samples split,min. samples split,0.003139570844300294
9946,split criterion,split criterion,0.006413825122003219
9946,imputation,imputation,0.0005292304584052493
125922,min. samples leaf,min. samples leaf,0.49218273865106876
125922,max. features,max. features,0.30371684889338063
125922,bootstrap,bootstrap,0.012978105948419243
125922,bootstrap / max. features,bootstrap / max. features,0.04025962217696677
125922,max. features / min. samples leaf,max. features / min. samples leaf,0.0375921300896257
125922,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.012559627740117318
125922,min. samples split,min. samples split,0.002041329971972949
125922,split criterion,split criterion,0.010188896265090865
125922,imputation,imputation,0.0002542887284226703
14970,min. samples leaf,min. samples leaf,0.29185233024229734
14970,max. features,max. features,0.2656998880532997
14970,bootstrap,bootstrap,0.012517105845604866
14970,bootstrap / max. features,bootstrap / max. features,0.08511205442247188
14970,max. features / min. samples leaf,max. features / min. samples leaf,0.03226352405445748
14970,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.014639185732531868
14970,min. samples split,min. samples split,0.000948121452252604
14970,split criterion,split criterion,0.17913024430615776
14970,imputation,imputation,0.00021454201130638787
3896,min. samples leaf,min. samples leaf,0.051341845612215234
3896,max. features,max. features,0.3976334522084134
3896,bootstrap,bootstrap,0.18167870875651204
3896,bootstrap / max. features,bootstrap / max. features,0.1419305315535706
3896,max. features / min. samples leaf,max. features / min. samples leaf,0.048442618787622335
3896,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.02887678366631649
3896,min. samples split,min. samples split,0.0046481145344926785
3896,split criterion,split criterion,0.0001835283310316189
3896,imputation,imputation,0.0007398803390163094
3567,min. samples leaf,min. samples leaf,0.5785622785299475
3567,max. features,max. features,0.0233554232667718
3567,bootstrap,bootstrap,0.07317530421290745
3567,bootstrap / max. features,bootstrap / max. features,0.005919059590311471
3567,max. features / min. samples leaf,max. features / min. samples leaf,0.030650699452729357
3567,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.018801617180045582
3567,min. samples split,min. samples split,0.0012857714719503094
3567,split criterion,split criterion,0.06805220398349122
3567,imputation,imputation,0.00032002171211781673
9979,min. samples leaf,min. samples leaf,0.05055342511115229
9979,max. features,max. features,0.3720559643011759
9979,bootstrap,bootstrap,0.012968851364561837
9979,bootstrap / max. features,bootstrap / max. features,0.10024516313469095
9979,max. features / min. samples leaf,max. features / min. samples leaf,0.16497317621673468
9979,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.05277477777555949
9979,min. samples split,min. samples split,0.005300712474867225
9979,split criterion,split criterion,0.004045696840064817
9979,imputation,imputation,0.001056872664058851
3946,min. samples leaf,min. samples leaf,0.17925491770224283
3946,max. features,max. features,0.14176200105683037
3946,bootstrap,bootstrap,0.021766013863639976
3946,bootstrap / max. features,bootstrap / max. features,0.06954284378862269
3946,max. features / min. samples leaf,max. features / min. samples leaf,0.2665178258410697
3946,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.07254569094784075
3946,min. samples split,min. samples split,0.004776614693750906
3946,split criterion,split criterion,0.0010463083218751868
3946,imputation,imputation,0.0027774683812878355
9952,min. samples leaf,min. samples leaf,0.7297665165523748
9952,max. features,max. features,0.026571064341075853
9952,bootstrap,bootstrap,0.14363511428287767
9952,bootstrap / max. features,bootstrap / max. features,0.010971799245411099
9952,max. features / min. samples leaf,max. features / min. samples leaf,0.014020721995123053
9952,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.012675335152026942
9952,min. samples split,min. samples split,0.005773605858608586
9952,split criterion,split criterion,0.0005371256961563224
9952,imputation,imputation,0.00012409891444099586
2079,min. samples leaf,min. samples leaf,0.4156783679631146
2079,max. features,max. features,0.2288855944583073
2079,bootstrap,bootstrap,0.01956171473631429
2079,bootstrap / max. features,bootstrap / max. features,0.028167907512414547
2079,max. features / min. samples leaf,max. features / min. samples leaf,0.09591798200328233
2079,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.033689131071203915
2079,min. samples split,min. samples split,0.003990024011971168
2079,split criterion,split criterion,0.001096454403986725
2079,imputation,imputation,0.0013403821671591906
45,min. samples leaf,min. samples leaf,0.2296055266429694
45,max. features,max. features,0.5686208093864126
45,bootstrap,bootstrap,0.0069069430419971805
45,bootstrap / max. features,bootstrap / max. features,0.013483581811409184
45,max. features / min. samples leaf,max. features / min. samples leaf,0.07749496573332237
45,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.024529667721956167
45,min. samples split,min. samples split,0.0016946144348757514
45,split criterion,split criterion,0.0010101315800988418
45,imputation,imputation,0.0005788855899782424
9977,min. samples leaf,min. samples leaf,0.6742984815821301
9977,max. features,max. features,0.06763262502564202
9977,bootstrap,bootstrap,0.09782484309966763
9977,bootstrap / max. features,bootstrap / max. features,0.039492916435512615
9977,max. features / min. samples leaf,max. features / min. samples leaf,0.025728627004595994
9977,bootstrap / max. feat. / samples leaf,bootstrap / max. feat. / samples leaf,0.014331719520621122
9977,min. samples split,min. samples split,0.0019944692988926346
